time,scenario,encryption,load_MBps,throughput_MBps,effective_throughput_MBps,total_delay_s,queue_delay_s,encryption_delay_s,packet_loss,utilization_rho
11,Improved_SAN_FC,AES-256,135.61000964970992,135.61000964970992,134.9319596014614,0.0729369329118908,0.0727369329118908,0.0678050048248549,0.0,0.999
12,Improved_SAN_FC,AES-256,139.73313811793892,139.73313811793892,139.0344724273492,0.0753145660771319,0.0751145660771319,0.0698665690589694,0.0,0.999
13,Improved_SAN_FC,AES-256,67.37985181312267,67.37985181312267,67.04295255405705,0.0350645086186938,0.0348645086186938,0.0336899259065613,0.0,0.999
14,Improved_SAN_FC,AES-256,65.77653231718432,65.77653231718432,65.4476496555984,0.0342066871363028,0.0340066871363028,0.0328882661585921,0.0,0.999
15,Improved_SAN_FC,AES-256,312.63578256590364,312.63578256590364,311.0726036530741,0.1854805572950431,0.185280557295043,0.1563178912829518,0.0,0.999
16,Improved_SAN_FC,AES-256,343.2236998796877,343.2236998796877,341.50758138028925,0.2073635741377778,0.2071635741377778,0.1716118499398438,0.0,0.999
17,Improved_SAN_FC,AES-256,270.2072415044063,270.2072415044063,268.85620529688424,0.1564078695134591,0.1562078695134591,0.1351036207522031,0.0,0.999
18,Improved_SAN_FC,AES-256,232.76399731848855,232.76399731848855,231.60017733189613,0.1319107601731204,0.1317107601731204,0.1163819986592442,0.0,0.999
19,Improved_SAN_FC,AES-256,338.70442302679714,338.70442302679714,337.01090091166316,0.2040796874689208,0.2038796874689208,0.1693522115133985,0.0,0.999
20,Improved_SAN_FC,AES-256,293.5108816637762,293.5108816637762,292.0433272554573,0.1721969254476938,0.1719969254476938,0.1467554408318881,0.0,0.999
21,Improved_SAN_FC,AES-256,217.33585667135165,217.33585667135165,216.2491773879949,0.122116322535963,0.121916322535963,0.1086679283356758,0.0,0.999
22,Improved_SAN_FC,AES-256,244.11827440843325,244.11827440843325,242.89768303639107,0.1392288826692973,0.1390288826692973,0.1220591372042166,0.0,0.999
23,Improved_SAN_FC,AES-256,276.19799412846584,276.19799412846584,274.81700415782353,0.1604260544933194,0.1602260544933194,0.1380989970642329,0.0,0.999
24,Improved_SAN_FC,AES-256,342.39223153363855,342.39223153363855,340.68027037597034,0.2067580519391653,0.2065580519391653,0.1711961157668192,0.0,0.999
25,Improved_SAN_FC,AES-256,302.2529746991503,302.2529746991503,300.74170982565454,0.1782318093301264,0.1780318093301264,0.1511264873495751,0.0,0.999
26,Improved_SAN_FC,AES-256,302.9642648990042,302.9642648990042,301.4494435745092,0.1787255658632161,0.1785255658632161,0.1514821324495021,0.0,0.999
27,Improved_SAN_FC,AES-256,276.9636202054162,276.9636202054162,275.5788021043891,0.1609415974806261,0.1607415974806261,0.1384818101027081,0.0,0.999
28,Improved_SAN_FC,AES-256,340.7291090185435,340.7291090185435,339.02546347345077,0.2055486931341287,0.2053486931341287,0.1703645545092717,0.0,0.999
29,Improved_SAN_FC,AES-256,253.9704287482818,253.9704287482818,252.70057660454037,0.1456559721839143,0.1454559721839143,0.1269852143741409,0.0,0.999
30,Improved_SAN_FC,AES-256,460.7550032606146,460.7550032606146,458.4512282443115,0.2995383147170473,0.2993383147170473,0.2303775016303073,0.0,0.999
31,Improved_SAN_FC,AES-256,516.4863126475648,516.4863126475648,513.9038810843269,0.3483506891718109,0.3481506891718109,0.2582431563237824,0.0,0.999
32,Improved_SAN_FC,AES-256,411.6112670953174,411.6112670953174,409.5532107598408,0.2593376144696045,0.2591376144696046,0.2058056335476586,0.0,0.999
33,Improved_SAN_FC,AES-256,503.1005179720863,503.1005179720863,500.5850153822259,0.3362950578261371,0.3360950578261371,0.2515502589860431,0.0,0.999
34,Improved_SAN_FC,AES-256,436.75207654738466,436.75207654738466,434.56831616464774,0.2795875942484969,0.2793875942484969,0.2183760382736923,0.0,0.999
35,Improved_SAN_FC,AES-256,503.1549912909484,503.1549912909484,500.63921633449365,0.3363436811182558,0.3361436811182559,0.2515774956454742,0.0,0.999
36,Improved_SAN_FC,AES-256,547.450272472505,547.450272472505,544.7130211101426,0.3770891777663029,0.376889177766303,0.2737251362362525,0.0,0.999
37,Improved_SAN_FC,AES-256,537.9529908870404,537.9529908870404,535.2632259326052,0.3681450712145176,0.3679450712145176,0.2689764954435202,0.0,0.999
38,Improved_SAN_FC,AES-256,592.0240940255312,592.0240940255312,589.0639735554035,0.4206788530211302,0.4204788530211302,0.2960120470127656,0.0,0.999
39,Improved_SAN_FC,AES-256,502.1894573722831,502.1894573722831,499.6785100854216,0.3354823625418311,0.3352823625418312,0.2510947286861415,0.0,0.999
40,Improved_SAN_FC,AES-256,485.7520512962591,485.7520512962591,483.3232910397778,0.3209876568114772,0.3207876568114772,0.2428760256481295,0.0,0.999
41,Improved_SAN_FC,AES-256,545.8545376746417,545.8545376746417,543.1252649862686,0.3755782216544918,0.3753782216544918,0.2729272688373209,0.0,0.999
42,Improved_SAN_FC,AES-256,434.86326708067907,434.86326708067907,432.6889507452757,0.2780436272909935,0.2778436272909935,0.2174316335403395,0.0,0.999
43,Improved_SAN_FC,AES-256,527.3598663593345,527.3598663593345,524.7230670275379,0.358305048417765,0.3581050484177651,0.2636799331796672,0.0,0.999
44,Improved_SAN_FC,AES-256,409.12380878856374,409.12380878856374,407.07818974462094,0.2573688551558623,0.2571688551558623,0.2045619043942818,0.0,0.999
45,Improved_SAN_FC,AES-256,653.3843840662081,653.3843840662081,650.1174621458771,0.4854048174215831,0.4852048174215831,0.326692192033104,0.0,0.999
46,Improved_SAN_FC,AES-256,227.91245670545837,227.91245670545837,226.77289442193108,0.1288124139678446,0.1286124139678446,0.1139562283527291,0.0,0.999
47,Improved_SAN_FC,AES-256,536.6171808584338,536.6171808584338,533.9340949541416,0.3668963789920796,0.3666963789920797,0.2683085904292169,0.0,0.999
48,Improved_SAN_FC,AES-256,414.85134316863946,414.85134316863946,412.77708645279625,0.2619113173460388,0.2617113173460388,0.2074256715843197,0.0,0.999
49,Improved_SAN_FC,AES-256,399.6648650317151,399.6648650317151,397.66654070655653,0.2499382306360696,0.2497382306360696,0.1998324325158575,0.0,0.999
50,Improved_SAN_FC,AES-256,312.7148752591129,312.7148752591129,311.15130088281734,0.1855361181662381,0.1853361181662381,0.1563574376295564,0.0,0.999
51,Improved_SAN_FC,AES-256,227.79226619214052,227.79226619214052,226.6533048611798,0.1287358718657061,0.1285358718657061,0.1138961330960702,0.0,0.999
52,Improved_SAN_FC,AES-256,605.5557750029384,605.5557750029384,602.5279961279236,0.434463173920932,0.434263173920932,0.3027778875014692,0.0,0.999
53,Improved_SAN_FC,AES-256,686.8643374951693,686.8643374951693,683.4300158076934,0.5232718783350707,0.5230718783350707,0.3434321687475846,0.0,0.999
54,Improved_SAN_FC,AES-256,459.6904125369352,459.6904125369352,457.3919604742505,0.2986402721884363,0.2984402721884364,0.2298452062684676,0.0,0.999
55,Improved_SAN_FC,AES-256,680.4029014352042,680.4029014352042,677.0008869280282,0.5158141235648485,0.5156141235648485,0.3402014507176021,0.0,0.999
56,Improved_SAN_FC,AES-256,172.67584242343537,172.67584242343537,171.8124632113182,0.0946965575524605,0.0944965575524605,0.0863379212117176,0.0,0.999
57,Improved_SAN_FC,AES-256,187.2540484001991,187.2540484001991,186.3177781581981,0.1034985610779833,0.1032985610779833,0.0936270242000995,0.0,0.999
58,Improved_SAN_FC,AES-256,576.024254834106,576.024254834106,573.1441335599355,0.4047183050270276,0.4045183050270276,0.288012127417053,0.0,0.999
59,Improved_SAN_FC,AES-256,311.6977036371827,311.6977036371827,310.1392151189968,0.1848219745768791,0.1846219745768791,0.1558488518185913,0.0,0.999
